Code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit,Value,Source
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2018,Counts,3,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2018,Counts,11,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2018,Counts,5,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2018,Counts,3,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2018,Counts,3,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2019,Counts,3,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2019,Counts,3,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2019,Counts,3,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2019,Counts,9,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2019,Counts,3,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2019,Counts,10,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2019,Counts,3,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2019,Counts,3,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Other,18 years or over,2019,Counts,3,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2020,Counts,3,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2020,Counts,3,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2020,Counts,3,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2020,Counts,3,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2020,Counts,7,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2020,Counts,7,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2020,Counts,3,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2020,Counts,3,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Other,18 years or over,2020,Counts,3,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2021,Counts,3,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2021,Counts,3,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2021,Counts,7,GLOTIP
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2021,Counts,3,GLOTIP
CUB,Cuba,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2014,Counts,9,GLOTIP
CUB,Cuba,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2014,Counts,7,GLOTIP
CUB,Cuba,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2015,Counts,7,GLOTIP
CUB,Cuba,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2015,Counts,3,GLOTIP
CUB,Cuba,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2016,Counts,3,GLOTIP
CUB,Cuba,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2016,Counts,6,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2014,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2014,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2014,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2014,Counts,7,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2014,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2014,Counts,11,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2014,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2014,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2015,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2015,Counts,6,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2015,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2015,Counts,14,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2015,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2015,Counts,6,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2015,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2015,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2016,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2016,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2016,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2016,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2016,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2016,Counts,6,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2016,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2016,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2017,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2017,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2017,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2017,Counts,5,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2017,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2017,Counts,16,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2017,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2017,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2018,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2018,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2018,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2018,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2018,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2018,Counts,30,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2018,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2018,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2019,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2019,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2019,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2019,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2019,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2019,Counts,23,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2019,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2019,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2020,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2020,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2020,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2020,Counts,12,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2020,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2020,Counts,7,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2020,Counts,3,GLOTIP
CYP,Cyprus,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2020,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2017,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2017,Counts,5,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2017,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2017,Counts,12,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2017,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2017,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2017,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2017,Counts,7,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2018,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2018,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2018,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2018,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2018,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2018,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2018,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2018,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2019,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2019,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2019,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2019,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2019,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2019,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2019,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2019,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2020,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2020,Counts,5,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2020,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2020,Counts,5,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2020,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2020,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2020,Counts,3,GLOTIP
CZE,Czechia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2020,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2014,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2014,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2014,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2014,Counts,22,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2014,Counts,50,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2014,Counts,481,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2014,Counts,7,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2014,Counts,19,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2015,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2015,Counts,7,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2015,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2015,Counts,44,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2015,Counts,70,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2015,Counts,328,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2015,Counts,7,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2015,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2016,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2016,Counts,13,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2016,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2016,Counts,34,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2016,Counts,88,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2016,Counts,378,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2016,Counts,8,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2016,Counts,9,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2017,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2017,Counts,20,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2017,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2017,Counts,107,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Unknown,Unknown,2017,Counts,52,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2017,Counts,61,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2017,Counts,414,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2017,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2017,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Unknown,Unknown,2017,Counts,11,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2018,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2018,Counts,8,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2018,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2018,Counts,49,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Unknown,Unknown,2018,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2018,Counts,65,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2018,Counts,336,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2018,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2018,Counts,11,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Other,18 years or over,2018,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Unknown,Unknown,2018,Counts,13,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2019,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2019,Counts,19,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2019,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2019,Counts,24,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Other,0 to 17 years,2019,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Other,18 years or over,2019,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Unknown,Unknown,2019,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2019,Counts,54,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2019,Counts,346,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2019,Counts,7,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2019,Counts,14,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Other,0 to 17 years,2019,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Other,18 years or over,2019,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Unknown,Unknown,2019,Counts,6,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2020,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2020,Counts,16,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2020,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2020,Counts,48,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Other,0 to 17 years,2020,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Other,18 years or over,2020,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Unknown,Unknown,2020,Counts,7,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2020,Counts,61,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2020,Counts,307,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2020,Counts,18,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2020,Counts,5,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Other,0 to 17 years,2020,Counts,3,GLOTIP
DEU,Germany,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Other,18 years or over,2020,Counts,3,GLOTIP
